web-scraper-order,web-scraper-start-url,companies_name_column,company_url_pg1-href,ville_pg1,site_pg1,site_pg1-href,company_pres,company_looking_for,category,equipe,equipe-href,team titles
1693133448-89,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Wiink,https://www.welcometothejungle.com/en/companies/wiink?q=d41d252ba7618dd060c973d7dce444ec&o=20943,"Paris, Nantes",Voir le site,http://wewiink.com/,"Wiink réinvente le parrainage, en permettant aux consommateurs de recommander les marques qu'ils aiment à travers contenus, avis, engagement et ventes, et aux marques de faire de leur communauté un véritable moteur de croissance.",WE SET THE BAR HIGHWE PLAY FOR THE TEAMIT'S ALWAYS DAY 1WE MAKE IT FUN,"AdTech / MarTech, SaaS / Cloud Services, Software",Équipe,https://www.welcometothejungle.com/en/companies/wiink/team-1,"Rencontrez Florian, Product Designer en alternance"
1693133448-90,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Wiink,https://www.welcometothejungle.com/en/companies/wiink?q=d41d252ba7618dd060c973d7dce444ec&o=20943,"Paris, Nantes",Voir le site,http://wewiink.com/,"Wiink réinvente le parrainage, en permettant aux consommateurs de recommander les marques qu'ils aiment à travers contenus, avis, engagement et ventes, et aux marques de faire de leur communauté un véritable moteur de croissance.",WE SET THE BAR HIGHWE PLAY FOR THE TEAMIT'S ALWAYS DAY 1WE MAKE IT FUN,"AdTech / MarTech, SaaS / Cloud Services, Software",Équipe,https://www.welcometothejungle.com/en/companies/wiink/team-1,"Rencontrez Thierry, Co fondateur & CTO"
1693133448-91,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Wiink,https://www.welcometothejungle.com/en/companies/wiink?q=d41d252ba7618dd060c973d7dce444ec&o=20943,"Paris, Nantes",Voir le site,http://wewiink.com/,"Wiink réinvente le parrainage, en permettant aux consommateurs de recommander les marques qu'ils aiment à travers contenus, avis, engagement et ventes, et aux marques de faire de leur communauté un véritable moteur de croissance.",WE SET THE BAR HIGHWE PLAY FOR THE TEAMIT'S ALWAYS DAY 1WE MAKE IT FUN,"AdTech / MarTech, SaaS / Cloud Services, Software",Équipe,https://www.welcometothejungle.com/en/companies/wiink/team-1,"Rencontrez Arthur, Head of Growth"
1693133455-92,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Åbility,https://www.welcometothejungle.com/en/companies/ability?q=d41d252ba7618dd060c973d7dce444ec&o=24683,Paris,Voir le site,http://ability.paris/,"Créée en 2016, ability est une agence spécialisée dans l’expérience utilisateur et la stratégie digitale.
Mené par trois designers seniors Cyril Schmitt Lola Leneveu et Benoit-Séverin Deshayes, åbility conçoit avec ses clients du secteur privé ou acteurs publics les supports digitaux correspondants à leurs ambitions et à leur audience. 
Parmi ses clients, åbility accompagne des grandes marques et institutions comme La Présidence de la République, Paris 2024, Le Parisien, RTL, Le CNRS, La Cîté des Sciences et de l'Industrie ou encore l’Ifremer.","Ce qu’on recherche 
Des profils avec une forte culture digitale, exigeants et curieux.
Gestion et pilotage de projets
UX design 
UI design
Direction artistique",Digital,Équipe,https://www.welcometothejungle.com/en/companies/ability/team,"Découvrez Ability avec Oscar, Chef de Projet Digital"
1693133455-93,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Åbility,https://www.welcometothejungle.com/en/companies/ability?q=d41d252ba7618dd060c973d7dce444ec&o=24683,Paris,Voir le site,http://ability.paris/,"Créée en 2016, ability est une agence spécialisée dans l’expérience utilisateur et la stratégie digitale.
Mené par trois designers seniors Cyril Schmitt Lola Leneveu et Benoit-Séverin Deshayes, åbility conçoit avec ses clients du secteur privé ou acteurs publics les supports digitaux correspondants à leurs ambitions et à leur audience. 
Parmi ses clients, åbility accompagne des grandes marques et institutions comme La Présidence de la République, Paris 2024, Le Parisien, RTL, Le CNRS, La Cîté des Sciences et de l'Industrie ou encore l’Ifremer.","Ce qu’on recherche 
Des profils avec une forte culture digitale, exigeants et curieux.
Gestion et pilotage de projets
UX design 
UI design
Direction artistique",Digital,Équipe,https://www.welcometothejungle.com/en/companies/ability/team,"Découvrez Ability avec Melissa, UX Designer"
1693133455-94,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Åbility,https://www.welcometothejungle.com/en/companies/ability?q=d41d252ba7618dd060c973d7dce444ec&o=24683,Paris,Voir le site,http://ability.paris/,"Créée en 2016, ability est une agence spécialisée dans l’expérience utilisateur et la stratégie digitale.
Mené par trois designers seniors Cyril Schmitt Lola Leneveu et Benoit-Séverin Deshayes, åbility conçoit avec ses clients du secteur privé ou acteurs publics les supports digitaux correspondants à leurs ambitions et à leur audience. 
Parmi ses clients, åbility accompagne des grandes marques et institutions comme La Présidence de la République, Paris 2024, Le Parisien, RTL, Le CNRS, La Cîté des Sciences et de l'Industrie ou encore l’Ifremer.","Ce qu’on recherche 
Des profils avec une forte culture digitale, exigeants et curieux.
Gestion et pilotage de projets
UX design 
UI design
Direction artistique",Digital,Équipe,https://www.welcometothejungle.com/en/companies/ability/team,"Découvrez Ability avec Cyril, Cofondateur"
1693133461-95,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Dinmo,https://www.welcometothejungle.com/en/companies/dinmo?q=d41d252ba7618dd060c973d7dce444ec&o=24706,Paris,View website,https://www.dinmo.com/,"DinMo is a Data-led Growth Platform designed to empower business teams by seamlessly integrating customer data from any warehouse into sales, marketing, and customer success tools without requiring engineering effort.Our mission is to make data access and use simple and accessible for all companies and employees. We've created the first composable CDP that is compliant with data protection laws and accessible to all companies.Using our intuitive interface, analysts, marketers, and sales teams can craft intelligent customer audiences and events without coding. To make all of this actionable, DinMo can synchronize audiences, customer events, and insights with business and activation tools, facilitating the dissemination of knowledge and enabling growth use cases.In just 10 months, we've assembled a passionate team of 14, launched our product in France, and gained a significant customer base.We have an ambitious product plan and are looking for talented, curious and data-driven people to help us achieve our mission of democratizing access to data and becoming European leaders in a booming market.","DinMo is looking for new talent to support its growth.We're looking for ambitious, curious and rigorous people who want to take part in an exciting team adventure. At DinMo, there's no such thing as a typical profile. We value passion and commitment above all else!By joining DinMo, you will seize a remarkable opportunity to contribute to the rapid expansion of a startup that is addressing a crucial matter in both France and Europe. It is also a chance to become part of a team that upholds strong values and offers exceptional prospects for career development. We are seeking talented and motivated individuals who aspire to grow alongside us and make a meaningful impact.","AdTech / MarTech, SaaS / Cloud Services, Software",Team,https://www.welcometothejungle.com/en/companies/dinmo/team,"Meet Oussama, CEO"
1693133461-96,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Dinmo,https://www.welcometothejungle.com/en/companies/dinmo?q=d41d252ba7618dd060c973d7dce444ec&o=24706,Paris,View website,https://www.dinmo.com/,"DinMo is a Data-led Growth Platform designed to empower business teams by seamlessly integrating customer data from any warehouse into sales, marketing, and customer success tools without requiring engineering effort.Our mission is to make data access and use simple and accessible for all companies and employees. We've created the first composable CDP that is compliant with data protection laws and accessible to all companies.Using our intuitive interface, analysts, marketers, and sales teams can craft intelligent customer audiences and events without coding. To make all of this actionable, DinMo can synchronize audiences, customer events, and insights with business and activation tools, facilitating the dissemination of knowledge and enabling growth use cases.In just 10 months, we've assembled a passionate team of 14, launched our product in France, and gained a significant customer base.We have an ambitious product plan and are looking for talented, curious and data-driven people to help us achieve our mission of democratizing access to data and becoming European leaders in a booming market.","DinMo is looking for new talent to support its growth.We're looking for ambitious, curious and rigorous people who want to take part in an exciting team adventure. At DinMo, there's no such thing as a typical profile. We value passion and commitment above all else!By joining DinMo, you will seize a remarkable opportunity to contribute to the rapid expansion of a startup that is addressing a crucial matter in both France and Europe. It is also a chance to become part of a team that upholds strong values and offers exceptional prospects for career development. We are seeking talented and motivated individuals who aspire to grow alongside us and make a meaningful impact.","AdTech / MarTech, SaaS / Cloud Services, Software",Team,https://www.welcometothejungle.com/en/companies/dinmo/team,"Meet Aïda, Business Operations Manager"
1693133461-97,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Dinmo,https://www.welcometothejungle.com/en/companies/dinmo?q=d41d252ba7618dd060c973d7dce444ec&o=24706,Paris,View website,https://www.dinmo.com/,"DinMo is a Data-led Growth Platform designed to empower business teams by seamlessly integrating customer data from any warehouse into sales, marketing, and customer success tools without requiring engineering effort.Our mission is to make data access and use simple and accessible for all companies and employees. We've created the first composable CDP that is compliant with data protection laws and accessible to all companies.Using our intuitive interface, analysts, marketers, and sales teams can craft intelligent customer audiences and events without coding. To make all of this actionable, DinMo can synchronize audiences, customer events, and insights with business and activation tools, facilitating the dissemination of knowledge and enabling growth use cases.In just 10 months, we've assembled a passionate team of 14, launched our product in France, and gained a significant customer base.We have an ambitious product plan and are looking for talented, curious and data-driven people to help us achieve our mission of democratizing access to data and becoming European leaders in a booming market.","DinMo is looking for new talent to support its growth.We're looking for ambitious, curious and rigorous people who want to take part in an exciting team adventure. At DinMo, there's no such thing as a typical profile. We value passion and commitment above all else!By joining DinMo, you will seize a remarkable opportunity to contribute to the rapid expansion of a startup that is addressing a crucial matter in both France and Europe. It is also a chance to become part of a team that upholds strong values and offers exceptional prospects for career development. We are seeking talented and motivated individuals who aspire to grow alongside us and make a meaningful impact.","AdTech / MarTech, SaaS / Cloud Services, Software",Team,https://www.welcometothejungle.com/en/companies/dinmo/team,"Meet Paul, Senior Backend Engineer"
1693133461-98,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Dinmo,https://www.welcometothejungle.com/en/companies/dinmo?q=d41d252ba7618dd060c973d7dce444ec&o=24706,Paris,View website,https://www.dinmo.com/,"DinMo is a Data-led Growth Platform designed to empower business teams by seamlessly integrating customer data from any warehouse into sales, marketing, and customer success tools without requiring engineering effort.Our mission is to make data access and use simple and accessible for all companies and employees. We've created the first composable CDP that is compliant with data protection laws and accessible to all companies.Using our intuitive interface, analysts, marketers, and sales teams can craft intelligent customer audiences and events without coding. To make all of this actionable, DinMo can synchronize audiences, customer events, and insights with business and activation tools, facilitating the dissemination of knowledge and enabling growth use cases.In just 10 months, we've assembled a passionate team of 14, launched our product in France, and gained a significant customer base.We have an ambitious product plan and are looking for talented, curious and data-driven people to help us achieve our mission of democratizing access to data and becoming European leaders in a booming market.","DinMo is looking for new talent to support its growth.We're looking for ambitious, curious and rigorous people who want to take part in an exciting team adventure. At DinMo, there's no such thing as a typical profile. We value passion and commitment above all else!By joining DinMo, you will seize a remarkable opportunity to contribute to the rapid expansion of a startup that is addressing a crucial matter in both France and Europe. It is also a chance to become part of a team that upholds strong values and offers exceptional prospects for career development. We are seeking talented and motivated individuals who aspire to grow alongside us and make a meaningful impact.","AdTech / MarTech, SaaS / Cloud Services, Software",Team,https://www.welcometothejungle.com/en/companies/dinmo/team,"Meet Amirhossein, Head of Go To Market"
1693133461-99,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Dinmo,https://www.welcometothejungle.com/en/companies/dinmo?q=d41d252ba7618dd060c973d7dce444ec&o=24706,Paris,View website,https://www.dinmo.com/,"DinMo is a Data-led Growth Platform designed to empower business teams by seamlessly integrating customer data from any warehouse into sales, marketing, and customer success tools without requiring engineering effort.Our mission is to make data access and use simple and accessible for all companies and employees. We've created the first composable CDP that is compliant with data protection laws and accessible to all companies.Using our intuitive interface, analysts, marketers, and sales teams can craft intelligent customer audiences and events without coding. To make all of this actionable, DinMo can synchronize audiences, customer events, and insights with business and activation tools, facilitating the dissemination of knowledge and enabling growth use cases.In just 10 months, we've assembled a passionate team of 14, launched our product in France, and gained a significant customer base.We have an ambitious product plan and are looking for talented, curious and data-driven people to help us achieve our mission of democratizing access to data and becoming European leaders in a booming market.","DinMo is looking for new talent to support its growth.We're looking for ambitious, curious and rigorous people who want to take part in an exciting team adventure. At DinMo, there's no such thing as a typical profile. We value passion and commitment above all else!By joining DinMo, you will seize a remarkable opportunity to contribute to the rapid expansion of a startup that is addressing a crucial matter in both France and Europe. It is also a chance to become part of a team that upholds strong values and offers exceptional prospects for career development. We are seeking talented and motivated individuals who aspire to grow alongside us and make a meaningful impact.","AdTech / MarTech, SaaS / Cloud Services, Software",Team,https://www.welcometothejungle.com/en/companies/dinmo/team,"Meet Amine, Head of Data Science & AI"
1693133467-100,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,ViewPay,https://www.welcometothejungle.com/en/companies/viewpay?q=d41d252ba7618dd060c973d7dce444ec&o=5060,Paris,Voir le site,http://viewpay.tv/,"Start-up innovante de l'AdTech, ViewPay est l’inventeur de l’Advertpayment, une innovation publicitaire ultra premium qui donne du sens à la publicité : ViewPay propose aux internautes d’accéder gratuitement à des contenus normalement payants (ou premium) en décidant volontairement de donner quelques secondes d'attention au message d'une marque choisie sur le web (desktop et mobile). ViewPay est partenaire de l'Union des Marques (UDM) qui considère l'offre comme l'avenir de la publicité digitale et identifiée par Stratégies comme une des 15 pépites de l'AdTech.ViewPay milite pour une publicité responsable en prônant le « Moins mais mieux » pour limiter la pollution digitale tout en maximisant l’efficacité des campagnes publicitaires qu’elle diffuse sur ses réseaux premium. Elle fait partie du Positive Media Project, le Think Tank de Publicis qui a pour objectif de trouver des solutions pour limiter l’impact de la publicité sur la pollution digitale. Enfin, ViewPay est membre de Leaders For Climate Action (lfca.org). A ce titre, elle participe aux actions d'évangélisation du grand public à la cause climatique ; elle mesure, réduit et compense 100% de ses émissions de gaz à effet de serre auprès de GoodPlanet.org (association de Yann Arthus-Bertrand).","ViewPay recherche des collaborateurs enthousiastes et passionnés par le digital et la pub en particulier. Ils aiment ceux qui croquent la vie à pleine dents et qui souhaitent participer activement à une aventure entrepreneuriale dans un esprit punchy et collaboratif. Ils aiment les curieux, les autonomes, les impliqués qui ont un grand sens du service ""client"" car leurs clients sont leurs rois, mais aussi les voyageurs, et ceux qui ne font pas la gueule parce qu'ils n'ont pas pris leur café le matin. Ils ont besoin d'optimistes énergiques qui aiment relever des challenges et des défis.","AdTech / MarTech, Advertising, Media",Équipe,https://www.welcometothejungle.com/en/companies/viewpay/team,"Rencontrez Marc, Co founder & CEO"
